#{"t_start": 1650919813.16728, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-1065.304793,1000,3.1639
-9.79625,15,3.203507
-4.277812,15,3.243157
-158.777354,123,3.555159
-53.427537,52,3.685436
-48.548745,42,3.791144
-96.02261,89,4.013842
-69.279038,73,4.197085
-17.271866,15,4.23437
-63.428484,46,4.350149
-245.927433,147,4.716154
-159.175105,128,5.043648
-29.120025,14,5.079367
-56.992386,34,5.164151
-42.808121,40,5.263832
-18.057954,10,5.289136
-68.180601,60,5.442281
-115.292275,101,5.703036
-11.357667,9,5.728339
-176.185222,151,22.16809
-43.944088,58,22.316329
-1126.983431,1000,24.869196
-168.623417,168,25.293645
-8.563681,10,25.319389
-63.876275,38,25.415456
-85.35433,50,25.542586
-14.804814,18,25.588473
-27.554974,29,25.661991
-75.906358,60,25.814873
-90.979469,44,25.92599
-32.494084,50,26.052478
-72.810938,77,26.246801
-40.846386,23,26.305111
3.985938,26,26.371156
-61.126586,72,26.554245
-63.396454,39,26.653858
-12.266209,27,26.722216
-96.958642,83,26.933029
-134.818595,181,42.821272
-64.432674,63,42.980663
-1.710904,66,43.14773
-215.126232,201,43.650162
-48.547016,55,43.787697
-182.555662,116,44.077005
-75.326323,76,44.269944
-131.023494,142,44.62972
-174.527462,191,45.112242
-104.681123,150,45.493109
-44.018185,52,45.626261
-176.108131,142,45.986392
-112.231813,54,46.122863
-273.094947,258,46.777472
-43.330567,34,46.863345
-75.462524,53,46.997031
-61.790079,56,47.137987
-7.879036,9,47.160899
-76.742155,50,47.28599
-44.285325,30,47.361015
-134.841724,85,47.576401
-24.767832,61,63.155653
-10.259831,29,63.230375
-94.510087,121,63.540476
-34.547735,30,63.617327
-29.847159,33,63.702929
-2.006666,30,63.78031
-156.554177,168,64.214712
-140.388374,139,64.573479
-47.263306,50,64.702376
-113.714905,115,64.998782
-190.115887,159,65.409687
-19.991532,19,65.458434
-71.34532,71,65.639087
4.01511,35,65.728014
-304.816406,271,66.41658
-27.125219,42,66.523661
-20.376784,37,66.618129
-10.181939,11,66.647002
-139.417128,92,66.880319
-38.196921,19,66.92945
-64.725805,53,67.064744
-87.009137,64,67.227546
-9.224053,18,67.273657
-244.468577,226,67.848278
-70.797292,43,67.959414
-181.699765,170,83.871911
-1100.121107,1000,86.457244
-4.778062,10,86.483483
-42.553644,69,86.660179
-26.004561,28,86.732017
-12.149861,16,86.773055
-40.055123,60,86.925843
-63.423159,82,87.135348
-57.656052,78,87.33468
-88.659548,99,87.58301
-28.358281,18,87.628651
-35.163857,61,87.783546
-4.207263,14,87.818965
-40.265014,80,88.021226
-29.550302,21,88.075492
-313.80931,159,88.482284
-73.724468,45,88.597116
-29.901221,29,88.671332
-117.130556,93,88.910861
-83.628714,86,104.559188
-21.36957,27,104.62877
-121.310444,182,105.093892
-1004.504579,1000,107.647932
-996.024871,1000,125.62098
-1003.985397,1000,129.985875
-17.955184,21,130.04201
-2.932055,40,130.143162
-48.420873,74,130.328798
-12.344039,47,130.447498
-96.368768,124,130.759855
-25.801649,48,130.880447
-112.933131,116,131.173127
-55.781732,43,131.282163
-32.953817,27,131.349963
-36.086562,44,131.460976
-18.099138,17,131.504439
-44.018487,36,131.595399
-1011.170215,1000,149.588996
-6.562573,13,149.622908
-70.208069,78,149.818539
-192.526265,142,150.172662
-38.501207,52,150.302704
-923.647888,1000,168.368217
-195.293312,224,168.939789
-31.958021,21,168.992626
-12.390292,40,169.094324
-34.627029,70,169.271323
-14.586061,34,169.357048
-68.071237,58,169.503158
-71.942498,56,169.64357
-9.33408,18,169.689531
-37.723708,27,169.757552
-10.522968,28,169.828935
-917.562648,1000,172.383303
-28.937021,31,172.462332
-70.983869,79,172.663381
-244.34236,208,173.191413
-194.954267,144,173.555737
-18.474552,51,189.140645
-63.398642,114,189.428242
-70.681331,63,189.585788
-971.693222,1000,192.131996
-27.972449,15,192.170254
-84.819311,119,192.470702
-104.792504,102,192.726675
-15.437058,87,192.946503
-80.582463,98,193.195873
-21.075811,35,193.284624
-279.175416,329,194.118598
-185.770387,231,210.160609
-2.360405,16,210.201588
-79.219947,98,210.449413
-94.876073,89,210.677107
-108.083692,76,210.87143
-34.24593,23,210.930962
-30.616492,35,211.019681
-36.107998,49,211.14564
-187.529464,149,211.524587
-76.035673,149,211.903065
-4.64105,9,211.926435
-940.79338,1000,214.469869
-75.474588,50,214.596639
-92.651423,174,230.525479
-881.082586,1000,233.085775
-31.895997,28,233.157806
-40.509704,27,233.22707
-97.211763,48,233.34963
-66.371856,48,233.472136
-101.207044,71,233.652719
-26.383954,23,233.711074
-14.049494,18,233.756504
-46.765594,66,233.924468
-86.69969,67,234.09446
-877.920826,1000,252.101339
-76.976599,93,277.036348
-119.325761,165,277.455107
-23.839888,35,277.544892
30.284263,51,277.675089
-66.791221,106,277.94542
-26.738078,62,278.102628
-44.986045,47,278.223284
-120.891899,142,278.583236
-80.462627,72,278.764775
-221.957933,129,279.089382
-123.410257,104,279.35244
-12.486489,28,279.423454
-948.914637,1000,297.494349
-54.410359,64,297.657944
-15.48593,94,297.897871
-85.142942,132,298.236204
-187.0416,211,298.773716
-105.908317,83,298.982911
-25.83333,58,299.128023
-18.281491,40,299.228723
-64.60854,32,299.308803
-93.908979,60,299.459604
-85.142386,70,299.635802
-8.656853,23,299.693938
-120.727563,168,300.11552
-82.833277,143,300.472775
-30.774046,90,300.698529
-345.127006,329,301.519313
-24.596358,60,301.669093
-22.114996,14,317.182339
-34.896453,32,317.262888
-779.025902,1000,319.799149
-16.776435,16,319.840576
-164.197026,80,320.043095
-55.578881,46,320.160147
-0.932918,20,320.211678
-44.910435,86,320.430526
-4.82128,29,320.505153
-4.804328,26,320.570712
-52.458372,35,320.659909
-18.102182,43,320.768596
-134.785609,160,321.176534
-198.716524,230,321.766048
-87.780587,119,322.071398
-43.382183,21,322.125696
-15.683807,31,322.206154
-20.930977,42,322.314744
-856.169734,1000,340.430166
-15.735176,15,340.468799
-16.613969,21,340.522263
-940.222711,1000,343.046378
-461.105111,488,359.841599
-40.640271,40,359.943681
-234.701155,225,360.516329
-754.308187,1000,363.043866
-40.729304,35,363.131462
-9.824409,23,363.188542
-28.437678,72,363.366833
-183.253512,169,363.788762
-4.492992,18,363.834052
-89.924515,95,379.530967
-41.637471,116,379.821301
-266.240752,230,380.399557
-71.92011,46,380.516001
-0.565854,43,380.624746
-5.553911,26,380.689878
-7.987419,40,380.791151
-39.117402,44,380.902642
-39.218723,68,381.074395
-56.031763,46,381.190603
-72.92529,91,381.420916
-23.220346,45,381.53587
-4.61881,26,381.602017
-179.801661,481,382.808427
-24.17477,13,382.841684
-141.684384,157,383.236274
-11.564754,13,383.269328
-764.572211,1000,401.301652
-82.258223,106,401.568579
-817.885328,1000,405.783161
-759.519995,1000,423.871477
-25.590577,37,423.965107
-64.979428,61,424.117912
-38.69365,36,424.208998
-120.76172,66,424.374316
-0.622645,10,424.399603
-46.270983,55,424.538087
-20.598863,44,424.648546
-67.649169,75,424.837228
-54.650807,43,424.945512
-210.678528,290,425.669978
-45.001588,18,425.715779
-659.501171,1000,443.774523
-38.95534,37,443.869112
-8.436001,15,443.907157
-39.300117,29,443.980809
-125.51366,104,444.242837
-707.517319,1000,446.78908
-16.357956,35,446.878697
-81.172591,51,447.007957
-736.79384,1000,465.064237
-48.251546,44,465.176359
-16.802,34,465.262387
-53.104336,68,465.434452
-114.028593,160,465.841655
-30.479975,37,465.937006
-96.508154,198,466.440901
-789.887622,1000,468.97198
-283.835979,412,485.478201
-134.621769,177,485.927224
-225.383425,300,486.685165
-0.962828,19,486.733898
-792.724414,1000,489.255459
-66.214848,65,489.419902
-17.236979,52,489.551553
-22.223662,49,505.15233
-101.930414,139,505.502351
-58.162782,47,505.620248
-700.301262,1000,508.162566
-32.326753,74,508.351108
-44.881969,69,508.527171
-5.388414,15,508.565386
-128.61221,313,509.360977
-185.440265,224,509.930884
-635.52696,1000,528.035158
-60.057517,61,552.078705
-52.88811,43,552.187185
-24.445446,30,552.262224
-31.236108,98,552.509422
-11.952108,48,552.630518
-671.245581,1000,570.741911
-60.76803,86,570.960215
-104.849554,106,571.226773
-10.14787,42,571.334306
-167.286742,194,571.830801
-24.016766,45,571.943111
-641.950226,1000,574.473155
-3.145976,13,574.506616
-90.941312,250,575.135808
-4.224787,13,575.169049
-57.885423,170,575.595434
-10.67828,15,575.634014
-6.43778,14,575.669204
-129.743456,95,591.487166
-195.505077,259,592.141026
-179.818347,210,592.669939
-225.75233,318,593.472389
-25.765168,17,593.516453
-57.163242,54,593.653929
-73.034856,103,593.912447
-223.928515,243,594.526745
-79.50435,69,594.701728
-45.953731,40,594.802517
-68.53919,54,594.938353
-31.133133,57,595.080987
-596.604181,1000,613.247928
-31.910273,39,613.346712
-35.949571,31,613.42495
-139.514198,143,613.787217
-21.303759,37,613.881123
-21.960666,29,613.954486
-47.503539,52,614.086649
-596.261941,1000,616.6499
-23.908564,41,616.753264
-72.355535,164,617.168591
5.503967,39,617.270968
-113.376216,241,633.528528
-11.581943,26,633.595626
-36.961228,52,633.729039
9.688707,63,633.8898
-13.947136,18,633.93587
-63.924745,85,634.153095
-17.739769,20,634.204475
5.594686,48,634.326238
-24.311437,32,634.408424
7.949748,45,634.522824
-591.643874,1000,637.110336
-163.107718,212,637.6442
-54.016943,124,637.959618
-69.854724,107,638.231294
-60.34936,159,654.320411
-68.139447,121,654.628233
-14.44879,44,654.739835
-97.87852,141,655.097424
-12.76665,15,655.135947
-30.905288,60,655.288913
14.252399,43,655.400953
-60.620371,110,655.677429
-18.785737,21,655.730475
-92.185301,135,656.073227
-557.455118,1000,658.612904
-36.580739,59,658.761299
-14.524224,19,658.809185
-36.867653,78,659.005407
-40.019464,83,674.879696
-34.811335,98,675.127751
-8.398229,38,675.224141
-162.408135,275,675.917979
-203.20411,243,676.537084
-25.093913,90,676.763487
13.959256,87,676.987361
-531.37718,1000,681.220009
-5.341368,17,681.263796
-52.435237,89,681.48812
-569.122869,1000,699.736469
-21.027579,118,700.035905
-7.896711,96,700.281792
-11.512672,96,700.526913
-52.047626,153,700.918771
-195.374131,190,701.397642
-63.926017,87,701.61987
-584.569434,1000,719.954116
-13.124792,39,720.056758
-41.024805,38,720.152766
-51.516175,48,720.274245
-507.303992,1000,722.828224
-24.100584,150,723.207431
-143.93655,220,739.423285
-40.980001,66,739.589766
-80.686553,108,739.863387
-90.250804,206,740.386707
-213.019012,341,741.257133
-3.979365,28,741.327867
-68.503534,68,741.498943
-478.153404,1000,744.062982
-46.750226,79,744.267727
-23.738099,109,760.257398
-69.728963,93,760.49527
-30.837474,88,760.720912
-35.929927,60,760.872383
-64.978837,93,761.107583
-10.126006,18,761.152857
-529.464007,1000,763.686613
-13.387452,20,763.737655
-59.341955,92,763.970592
-126.159881,215,764.509734
-199.386283,296,765.251005
-9.673966,46,765.365632
-303.991918,387,782.020854
-91.581342,129,782.347187
-554.960473,1000,784.904823
-87.021407,119,785.203677
-52.087881,80,785.405456
-10.377006,58,785.55016
-29.187473,58,785.698973
-144.455902,263,802.07512
-488.91974,1000,804.634331
-104.888669,189,805.112708
-23.760368,70,828.959808
-31.470234,85,829.183928
-410.68284,1000,847.526228
-11.425611,101,847.785512
-11.261792,13,847.818503
-462.157472,1000,850.351804
-15.479086,57,850.496087
2.006902,25,850.558611
-178.190255,238,851.169436
-69.449489,146,851.537441
-419.58201,1000,869.84372
-26.144001,60,869.996968
-91.184699,193,870.4855
-50.435562,105,870.752463
-92.086683,234,871.353483
-7.762574,13,871.386651
-56.541868,60,871.536619
-105.527087,206,872.060551
-356.749516,1000,890.39945
-310.515491,1000,892.919349
-176.588492,283,893.639395
13.608708,24,893.700533
-11.325908,44,893.811061
-14.621274,100,909.6727
-102.145911,386,910.660996
-73.519191,90,910.888052
-304.368975,1000,913.446306
-27.269937,34,913.532509
-10.379299,29,913.606037
-66.549234,215,914.149938
55.713443,91,914.376936
-68.556468,194,930.567874
-25.021927,42,930.675442
-10.37395,48,930.796445
-392.544441,1000,933.372222
19.573729,109,933.651739
-51.369779,92,933.887039
14.360044,65,934.052649
-4.081227,54,934.189682
-110.710897,415,935.248638
-45.305757,60,935.399393
-3.266814,9,935.422341
-335.603233,1000,953.574552
-74.083542,143,953.939143
-15.43626,26,954.005712
-365.874914,1000,974.164943
16.357162,52,974.295622
-324.078862,1000,976.852751
-43.956879,82,977.060035
-62.263678,159,977.458239
0.045566,17,977.5052
-6.254288,211,978.034975
-45.059123,151,978.413926
-40.535614,398,995.140428
15.014908,408,996.190326
-71.663157,126,996.51356
-133.961748,773,998.480255
-252.349283,1000,1016.762608
-340.696152,1000,1019.330745
-171.303508,609,1020.88179
47.49545,133,1036.971837
-25.818413,72,1037.152407
57.67328,131,1037.485949
-216.854105,572,1038.945092
-16.393877,33,1039.029809
-34.283207,75,1039.223752
21.29974,119,1039.525151
-23.44191,230,1040.106835
-22.506955,421,1041.177096
-27.780179,67,1041.347029
-1.223606,20,1041.397736
26.788804,26,1041.463367
-6.234723,30,1041.539456
-68.186819,555,1058.659066
13.203747,47,1058.778033
-183.54187,1000,1061.314698
-5.622575,102,1061.574613
-21.299796,53,1061.709993
-177.493164,401,1062.731663
3.929834,61,1062.886633
46.695003,134,1078.972229
6.862405,78,1079.171425
-24.098856,139,1079.525652
-316.441897,1000,1082.072232
-30.535647,141,1082.4324
5.222274,61,1082.58631
-22.375194,337,1107.323444
-36.491026,87,1107.54195
-168.863527,1000,1125.655323
16.144987,86,1125.871079
-12.278235,146,1126.234366
-27.395476,174,1126.667399
28.062283,213,1127.199032
-32.367367,72,1127.379923
-25.014687,182,1127.834592
-2.336046,42,1127.939449
-30.570607,47,1128.055463
-18.309804,77,1128.247518
-39.010534,60,1128.3967
-232.183014,1000,1146.452891
-176.623211,1000,1148.983712
-31.058157,142,1164.854464
-32.673124,223,1165.418621
-277.868839,1000,1167.946892
-14.689746,265,1168.608333
-19.590308,46,1168.724236
41.748419,241,1169.332746
-335.897179,866,1186.990585
-32.42229,123,1187.30128
-8.952316,54,1187.438372
-19.551846,19,1187.487038
-15.702389,54,1187.623774
-7.931113,19,1187.672291
-21.887996,103,1187.931862
-32.334132,670,1189.634708
-2.349682,27,1189.704292
13.563563,41,1189.809177
39.519521,579,1206.787122
-8.504823,55,1206.926296
-69.110989,156,1207.319693
-24.383824,93,1207.554041
-183.238358,1000,1210.061852
143.788428,252,1210.689657
-341.571391,1000,1228.653344
-30.179464,130,1228.979991
-2.88188,189,1229.451443
-22.156407,41,1229.554021
-9.406259,77,1229.748454
-65.094591,175,1230.186833
22.636277,97,1230.429644
-14.27752,143,1230.785951
-26.557338,1000,1250.518819
-2.783208,34,1250.605041
11.678021,47,1250.723414
-49.859046,637,1252.326882
-25.334752,191,1252.810369
2.9021,215,1253.354067
9.973386,51,1253.485615
-142.686127,1000,1271.4856
197.609265,1000,1273.969568
-198.077932,886,1291.660195
55.957324,152,1292.040212
19.073615,60,1292.190529
65.810905,209,1292.710385
-0.424488,51,1292.838352
-16.683655,269,1293.506294
-26.408049,403,1294.509569
41.134498,518,1311.243646
21.257732,138,1311.590895
-69.748692,401,1312.595978
-168.128714,987,1315.069897
11.985903,43,1315.18005
72.452745,174,1315.617424
42.725185,1000,1333.581294
10.770288,63,1333.74019
4.377363,21,1333.793548
85.245876,232,1334.374941
-25.229224,334,1335.211808
28.447686,145,1335.575632
36.892009,125,1335.888548
54.823865,495,1352.650836
62.847562,387,1353.622103
52.747506,1000,1356.147609
29.226588,254,1356.78557
-90.746256,1000,1398.774222
195.010812,283,1399.486372
7.129666,81,1399.690226
-36.898352,425,1400.758311
-8.982026,130,1401.086339
138.760667,1000,1419.091469
3.911502,85,1419.303367
15.454791,87,1419.521076
-1.726991,198,1420.014572
-3.758256,698,1421.763425
22.639663,67,1421.932489
-39.534747,529,1438.760182
-17.842432,149,1439.133189
-17.427927,528,1440.454953
-66.952465,105,1440.721545
15.032877,203,1441.235523
11.12144,40,1441.336222
13.252938,134,1441.673809
-8.465407,1000,1459.634399
51.288785,606,1461.140106
184.91102,205,1461.65009
-5.704455,541,1462.997954
130.636111,341,1479.356903
-7.341634,71,1479.535622
-85.441342,686,1481.259683
39.846416,274,1481.949393
103.968754,210,1482.478918
111.173482,782,1499.921752
-9.421351,20,1499.972203
-74.563905,425,1501.037829
-32.047142,429,1502.103957
9.856422,138,1502.447683
7.595782,78,1502.641342
36.723858,189,1503.111873
14.463584,10,1503.136739
64.936922,1000,1521.167118
0.713846,263,1523.519366
152.508644,440,1524.617947
268.485008,485,1525.833452
78.60771,172,1526.264027
179.634375,359,1527.160301
17.241044,145,1543.014855
165.026868,212,1543.54113
195.524714,386,1544.497342
131.866136,815,1546.536432
30.550248,64,1546.695924
231.678082,843,1564.352575
76.768809,120,1564.651671
77.734324,264,1565.30708
53.625909,326,1566.118042
2.787742,344,1566.973633
316.704493,1000,1585.036911
