#{"t_start": 1650919813.2030675, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-64.275934,57,0.725949
-33.203844,40,0.827656
-1111.906186,1000,3.378139
-90.273973,48,3.499745
-148.709268,93,3.733343
-120.11609,84,3.94388
-44.327255,37,4.037539
-6.117849,33,4.120005
-35.693078,48,4.2394
-106.329151,88,4.459714
-65.46549,75,4.645828
-47.264027,27,4.713947
-60.83358,68,4.890937
-48.658151,37,4.98376
-26.599689,24,5.044654
-46.600665,50,5.168575
-20.774828,32,5.248939
-1124.123548,1000,23.870807
-75.342596,71,24.050512
-95.426586,60,24.202713
-24.985094,46,24.319596
-115.467869,71,24.497659
-42.775565,29,24.571478
-72.086052,63,24.730239
-20.293539,19,24.778212
-1142.982402,1000,42.742584
-34.573451,24,42.804754
-71.888076,117,43.099831
-480.900803,320,43.899485
-37.184437,21,43.951653
-103.383592,90,44.178745
-38.332309,24,44.240615
-24.293466,94,44.478226
-79.371137,58,44.625837
-41.488092,33,44.709738
-56.612069,44,44.820682
-43.343137,71,44.999433
-2.824331,47,45.118474
-63.079231,35,45.207102
-37.733,27,45.275793
-54.925153,87,45.496635
-154.521917,123,45.809459
-8.791588,11,45.837577
-41.80242,73,46.022322
-150.789916,81,46.227808
-45.13056,49,46.352316
-56.418254,44,46.464164
-59.194805,66,46.631764
-50.765207,65,46.795379
-53.830948,34,46.881958
-38.268374,56,47.022577
-16.935111,22,47.077983
-67.876174,53,47.210287
-1057.308744,1000,65.205211
-44.971773,41,65.31098
-6.440646,22,65.366935
-51.800028,40,65.469115
-74.78485,78,65.667412
-77.37009,89,65.894138
-153.507496,181,66.353292
-60.729133,45,66.468274
-27.265457,29,66.542316
-7.259001,14,66.578008
-120.683993,117,66.876477
-139.131906,117,67.174622
-22.616979,23,67.233297
-1095.057626,1000,85.280862
-143.208157,94,85.5241
-1028.931032,1000,88.083795
-116.285207,111,88.367249
-24.39139,120,88.674633
-41.295174,44,88.787827
-22.461261,29,88.862737
-5.602586,13,88.896795
-54.779731,112,104.611725
-7.755638,13,104.64567
-31.075451,48,104.767899
-5.214274,9,104.790808
-118.665584,52,104.923094
-184.950656,138,105.275448
