#{"t_start": 1650575991.71452, "env_id": "NewAnt-v2"}
r,l,t
-56.815338,53,0.241317
-66.703383,34,0.324644
-7.40819,11,0.352438
-219.300483,159,0.742721
-1019.439855,1000,3.225137
-84.978536,58,3.367874
-234.169581,156,3.747056
-21.859316,55,3.881329
-17.349859,42,3.984486
-27.256388,15,4.021328
-132.597252,122,4.319252
-12.969567,17,4.360919
-168.925463,149,4.724513
-70.077752,82,4.924258
-50.864008,64,5.082364
-100.175534,86,16.824466
-25.562665,32,16.902341
-1092.956659,1000,19.323485
-10.2272,17,19.364698
-3.603812,74,19.541821
-20.45502,26,19.605037
-33.052856,24,19.66218
-75.837163,69,19.827742
-24.067966,26,19.891227
-1068.785833,1000,33.505537
-127.866443,149,33.874454
-158.896876,160,34.268965
-39.512419,17,34.31137
-151.294737,154,34.69013
-136.383591,92,34.917664
-83.841053,68,35.08541
-142.109146,162,35.478052
-137.38062,145,35.828887
-62.508774,73,36.005938
-927.669255,1000,49.651989
-43.891594,35,49.740686
-13.44457,15,49.777946
-1006.700174,1000,52.255799
-45.817657,79,52.452784
-153.045256,104,52.709436
-13.09434,47,52.826645
-33.47699,30,52.901914
-7.634747,12,52.932641
-1003.741607,1000,66.618659
-120.289305,76,66.799137
-103.680316,55,66.929777
-78.125625,88,67.139165
-74.978844,72,67.311437
-12.830659,85,67.513465
-24.49332,19,67.559075
-8.17396,10,67.583382
-39.188799,85,67.78579
-20.286515,20,67.834674
-963.712791,1000,70.276556
-53.830684,45,81.713312
-171.298105,183,82.165735
-121.235589,121,82.463151
-83.458964,74,82.644724
-33.547166,29,82.716043
-922.237435,1000,85.191434
-1013.070272,1000,98.883414
-66.571548,94,99.113651
-1.332261,27,99.180127
-80.516535,69,99.348086
-2.416973,26,99.412137
-39.410753,28,99.481126
-60.425618,56,99.616917
-24.637887,23,99.672173
-32.183892,30,99.745236
-38.41928,44,99.853481
-32.978654,25,99.914526
-52.785307,66,100.075818
-936.290873,1000,102.547262
-23.880376,37,102.638645
-914.706022,1000,116.304325
-7.804836,32,116.384051
-985.006647,1000,118.871204
-23.386242,25,118.932359
-52.62543,80,119.12805
-36.994188,48,130.438302
-30.273761,36,130.528805
-12.611551,15,130.566726
-90.744542,82,130.769054
-131.399672,63,130.924067
-13.131898,20,130.973689
-29.441293,36,131.062719
-27.304851,24,131.12254
-23.042726,15,131.159775
-18.713811,23,131.216637
-4.144977,43,131.322253
-84.217677,85,131.529556
-999.574579,1000,134.023852
-49.17457,60,134.172469
-22.102944,12,134.201847
-139.49157,186,134.654445
-13.000271,13,134.687172
-243.739969,255,135.321656
-8.892971,68,135.489831
-37.815026,34,147.069464
-65.577706,47,147.186116
-2.142822,41,147.286979
-4.299381,14,147.321857
-10.0108,17,147.364243
-8.194355,46,147.477925
-23.7709,15,147.515351
-919.518246,1000,150.004506
-22.596894,13,150.036623
-50.345404,69,150.207213
-20.426239,28,150.276731
-19.800147,11,150.303991
-29.723574,36,150.394075
-922.928876,1000,164.043842
-29.527834,37,164.136634
-5.295291,36,164.225809
-176.382256,119,164.518909
-162.707321,163,164.915631
-20.274728,16,164.955366
-36.746279,22,165.009615
-77.763094,112,165.283028
-69.407407,72,165.460384
-10.575152,25,165.52227
16.535926,26,165.586495
-88.75637,81,165.786809
-19.130713,39,165.883599
-117.43683,87,166.095897
-26.002913,27,166.162841
-13.515846,18,166.208251
-33.104726,20,166.257632
-77.2616,79,166.451494
-10.043606,17,166.493281
-17.785791,13,166.52577
-11.105199,21,166.578143
-16.81373,55,166.713364
-937.218607,1000,180.372752
-30.969629,18,180.417248
-1.873915,36,180.505916
3.088359,33,180.586308
-46.035107,74,180.770413
-110.413671,96,181.007926
-51.978287,56,181.147859
-97.362049,77,181.339076
-11.191758,36,181.428669
-69.072369,55,181.565549
-13.007152,8,181.585518
-223.116871,177,182.025747
-102.417592,89,182.247036
12.668251,83,182.453213
-795.189361,1000,196.221636
-65.026828,53,196.352393
-22.681038,30,196.426689
2.154024,19,196.474287
-16.146327,23,196.531942
-35.971139,36,196.620565
-39.080904,20,196.670626
-135.421078,219,220.308709
-18.461335,22,220.363661
-18.156971,19,220.410077
-27.16094,45,220.519627
-19.785861,44,220.627089
-22.591863,19,220.673967
-23.78732,36,220.762026
-6.325102,21,220.814687
-11.094382,14,220.848555
-90.686846,117,221.135395
-48.198292,55,221.268883
-49.088038,93,221.493089
-866.85416,1000,223.959594
-34.579052,97,235.412141
-8.140393,17,235.454129
