#{"t_start": 1650575991.697397, "env_id": "NewAnt-v2"}
r,l,t
-13.720741,29,0.198492
-11.20552,55,0.333133
-26.273958,19,0.381435
-38.044377,28,0.450395
-85.103101,76,0.63593
-135.352792,67,0.800535
-117.513038,80,0.997983
-312.657694,285,1.701459
-15.268425,12,1.731291
-14.372685,17,1.773869
-116.205295,133,2.106098
-42.361458,48,2.226286
-31.945695,38,2.321136
-8.577688,36,2.41152
-48.494726,56,2.55101
-15.896397,15,2.588411
-12.423538,11,2.616016
-69.255024,82,2.819127
-99.601173,96,3.058399
-33.044348,33,3.13996
-43.474868,48,3.25969
-62.322008,54,3.391742
-40.713995,42,3.49483
-35.932433,22,3.548627
-35.524732,33,3.62796
-38.650651,25,3.687238
-102.889997,97,3.924965
-13.976719,19,3.971162
-11.901442,17,4.013143
-82.903306,68,4.178406
-18.660146,25,4.240222
-110.310544,182,4.682341
-56.197298,54,4.815519
-113.992933,69,4.984528
-27.48224,14,5.01937
-28.24706,32,5.098052
-13.316069,28,5.167097
-203.332609,162,17.091543
-38.613442,31,17.167382
-46.887947,34,17.248907
-17.512257,18,17.292659
-84.128036,75,17.475536
-106.928943,97,17.710577
-27.437429,54,17.841295
-1.717244,22,17.894894
-66.923256,36,17.98173
-107.444459,69,18.150615
-28.199708,23,18.206973
-31.011483,21,18.258308
-2.865128,8,18.277783
-49.685626,56,18.412001
-22.081179,23,18.467427
-15.247357,17,18.508964
-43.38816,42,18.610209
-57.079155,44,18.715958
-11.233874,11,18.742492
-38.059061,30,18.814762
-63.632491,78,19.002462
-22.958642,45,19.112476
-30.029493,28,19.180323
-55.168541,37,19.269835
-21.155546,36,19.35687
-51.498599,40,19.452451
-19.961415,53,19.580287
-59.489768,53,19.707321
-80.992423,58,19.846801
-25.647567,18,19.89031
-13.578261,24,19.94824
-34.539124,28,20.015646
-147.041414,131,20.332099
-75.709447,99,20.572184
-41.539696,21,20.623561
-33.258774,49,20.741588
-1.171341,23,20.797593
-11.843001,40,20.894256
-8.931999,29,20.964709
-16.93933,25,21.025054
-42.851719,40,21.121911
-105.528154,112,21.391932
-78.890617,66,21.551865
-41.041618,40,21.649032
-14.491693,14,32.856829
-17.807885,12,32.887261
-1074.472797,1000,35.358619
-0.932372,24,35.416986
-61.6006,60,35.561819
-17.765396,14,35.596106
-25.064871,20,35.644971
-43.768163,78,35.832894
-6.446525,18,35.877402
-60.781927,35,35.961824
-60.810079,65,36.119956
-50.064256,39,36.214983
-30.198113,29,36.286227
-103.810296,53,36.41555
-48.094823,39,36.511524
-56.867409,59,36.655507
-84.880862,55,36.790255
-34.558068,35,36.876861
-64.503775,92,37.101721
-9.28785,13,37.134357
-114.366564,82,37.334639
-9.271676,28,37.404102
-136.29663,103,37.65861
-15.557298,28,37.727631
-30.142882,46,37.840982
-21.733907,26,49.08602
-141.297734,103,49.343956
-24.677695,50,49.467999
-38.118753,31,49.546528
-103.026795,82,49.751606
-222.553057,243,50.355029
-29.925874,19,50.402404
-66.601477,104,50.65854
-15.040437,12,50.688591
-67.15183,62,50.841329
-102.252451,86,51.053708
-91.796323,67,51.219608
-8.800488,22,51.274465
-85.250505,109,51.544342
-4.077069,29,51.615464
-106.563697,120,51.909379
-1048.890921,1000,65.634075
-32.966185,37,65.723697
-82.391059,45,65.831964
-14.679204,24,65.889692
-68.205051,58,66.029335
-55.018059,44,66.135566
-9.469286,10,66.160297
-46.581893,38,66.251692
-85.971948,55,66.382582
-21.394692,13,66.414251
-67.906465,55,66.545521
-143.531668,147,66.895842
-26.583108,21,66.945524
-15.322032,22,66.998427
-23.089836,24,67.055147
-65.038519,45,67.16283
-43.412504,33,67.241626
-8.454751,71,67.410445
-146.34391,168,67.811966
-47.699222,55,67.944628
-116.207929,93,68.171315
-26.01758,13,68.202896
-16.968246,12,68.232411
-11.243659,13,68.264189
-44.54281,28,68.332659
-17.54393,29,68.403727
-63.292267,64,68.559909
-10.820938,11,68.587043
-942.92109,1000,82.363976
-92.464131,51,82.48928
-16.539316,17,82.531046
-987.440345,1000,85.006809
-39.409339,24,85.065592
-99.25574,74,85.246844
-92.27092,54,85.378159
4.828367,15,85.415227
-61.325129,38,85.509536
-8.618795,12,85.539675
-36.789219,58,85.682937
-19.546449,27,85.75067
-49.178366,40,85.849228
-34.818667,88,86.066476
-16.53821,23,86.123322
-72.091974,50,86.246882
-17.914904,27,86.314031
-41.315163,42,86.418278
-26.529207,22,86.472556
-18.625108,26,86.536973
-18.887871,34,86.621544
-994.994553,1000,100.297868
-19.467425,26,100.36155
-28.523223,22,100.415431
-15.747549,16,100.455296
-957.958751,974,102.864941
-81.794718,79,114.258895
-84.4304,53,114.390243
-114.973936,128,114.706142
-18.126557,49,114.827323
-111.873182,113,115.106401
-108.944584,176,115.539727
-51.407611,67,115.704443
-791.599011,916,117.983155
-24.510479,59,118.128594
-34.640677,54,118.263101
-27.695333,17,118.30476
-201.093719,200,118.798361
-85.739197,118,119.087865
-116.588081,74,130.463151
-64.226278,62,130.618241
-92.12968,70,130.790657
-22.809506,66,130.953005
-27.417557,39,131.048679
-62.116198,36,131.138245
-95.247407,100,131.384597
-914.6467,1000,133.876464
-16.665556,30,133.950745
-83.74382,67,134.117187
-12.441139,24,134.176383
-31.542779,35,134.261553
-888.201551,1000,148.232054
-16.329815,15,148.269031
-21.072933,17,148.311542
-935.278726,1000,150.803689
-26.033455,34,150.889611
-869.776196,1000,164.531296
-30.10864,60,164.678398
-11.959882,25,164.73907
-16.844862,30,164.812433
-39.151592,50,164.934993
-29.728468,20,164.984016
-22.704724,15,165.020523
-28.973584,33,165.10075
-26.320784,26,165.164623
-854.037018,1000,167.633875
-78.296129,61,167.78303
-60.915829,42,167.886617
-37.55052,53,168.016444
-56.863273,54,168.148314
-21.699543,25,168.209772
-59.775248,80,179.60006
-17.315767,66,179.76274
-106.008723,69,179.932884
-2.595199,19,179.980172
-129.996047,94,180.211418
-836.147145,1000,182.693958
-36.223508,22,182.748861
-11.929956,17,182.791518
-31.013493,51,182.918602
-46.650124,78,183.112169
-84.282437,63,183.267807
-37.968157,25,183.329313
12.616879,31,183.405985
-11.8305,13,183.438237
-75.129171,47,183.555312
-50.43861,104,183.812888
-59.859504,52,183.940689
-954.35122,1000,220.797836
-1.718007,11,220.825616
-62.775067,43,220.931088
-23.506175,28,220.999311
-32.209035,53,221.129681
3.891396,13,221.161426
-30.009342,26,221.224648
-91.849283,68,221.388811
-39.573746,76,221.571831
-16.749203,34,221.65345
-17.515458,20,221.70205
-23.090938,15,221.7385
-21.347317,51,221.863221
-12.747345,23,221.918973
-53.42365,36,222.006186
-12.024525,12,222.035559
-68.519446,70,222.207866
-462.781706,528,223.518064
-16.132981,14,223.55291
-80.215677,74,223.735804
-130.857656,161,235.346843
-55.041304,95,235.581542
-91.13671,65,235.741372
-90.207794,90,235.963777
-11.700316,30,236.037946
-57.785914,74,236.220217
-9.065167,12,236.249453
-12.878085,31,236.324338
-13.232594,18,236.368821
-17.184018,30,236.441737
-952.230548,1000,238.899595
-39.170933,18,238.944579
-72.844907,121,239.241279
-34.064848,25,239.303496
-48.51496,48,239.421267
-835.751053,1000,253.0138
-8.810063,27,253.080032
7.956933,30,253.152525
-14.446099,14,253.186475
12.941091,51,253.308631
-92.782847,68,253.472388
-50.846802,43,253.575337
-19.934923,33,253.653457
-135.247388,111,253.916945
-21.256969,61,254.064026
-19.205636,24,254.121618
-24.666115,27,254.186818
-18.871634,26,254.249707
-44.806903,53,254.377627
-50.178043,53,254.506149
-53.21916,94,254.732558
-10.56409,27,254.797851
1.026241,32,254.874599
-26.267991,23,254.930335
-3.561221,42,255.031416
-116.962809,82,255.227335
-20.48946,19,255.27272
-73.949333,112,255.541262
-71.825776,55,255.673488
-53.97653,51,255.795971
-71.042044,117,256.075666
-87.077681,128,267.553928
-23.310392,68,267.721801
-75.613043,44,267.830889
-30.539705,25,267.89243
-108.569149,91,268.115689
-57.393197,98,268.355585
-40.529988,96,268.590538
-28.675204,41,268.691873
-17.416192,77,268.880646
-60.563772,109,269.148659
-20.057498,18,269.193668
-4.11787,12,269.222782
-59.489202,47,269.338694
-25.969801,35,269.424772
-61.926889,90,269.645459
-23.8969,19,269.692243
-17.235162,25,269.753406
-14.577135,15,269.790948
-34.860104,38,269.88434
-22.274928,30,269.957366
-20.896042,15,269.994296
-32.171562,44,270.100896
-17.007495,43,270.205189
-37.581918,35,270.289693
-833.566408,1000,283.87779
-44.115811,68,284.043507
-15.600996,22,284.09721
-63.925968,68,284.263637
-19.310749,24,284.322426
-54.224584,36,284.409214
-92.613651,113,284.686399
-13.682607,36,284.774952
-55.372002,63,284.929593
-12.345921,33,285.009878
