#{"t_start": 1650870550.628923, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
-5.536755,14,0.53562
-36.174611,27,0.603075
-176.505505,124,0.908825
-1203.215415,1000,3.403847
-17.550871,13,3.437605
-19.540577,13,3.470534
-37.238059,49,3.594302
-16.672604,28,3.663879
-20.598418,21,3.716804
-160.706907,124,4.027264
-37.37898,51,4.154591
-5.836319,25,4.216855
-1159.464103,1000,22.794243
-113.850417,62,22.949226
-33.81908,26,23.014194
-62.000115,32,23.094659
-66.962763,61,23.245978
-23.878674,20,23.296872
-10.933748,15,23.335617
-121.91447,95,23.575243
-135.366679,87,23.791116
-33.160401,37,23.884071
-210.186271,197,24.372991
-88.313417,93,24.607711
-153.757612,98,24.85289
-1102.549796,1000,43.073354
-22.722598,19,43.12252
-21.455265,22,43.178872
-59.203916,82,43.384707
-52.89072,36,43.476166
-67.123408,52,43.608835
-14.720948,57,43.753355
-33.100948,45,43.866501
-29.245845,41,43.969624
-157.647927,126,44.285114
-58.773205,39,44.382144
-51.569417,61,44.536151
-49.603029,77,44.730133
-91.282536,108,45.00138
-21.231268,17,45.044769
-42.777804,37,45.138418
-12.913081,17,45.181271
-55.98652,52,45.311648
-22.161692,18,45.357007
-54.006585,31,45.434874
-152.952418,151,45.81585
2.838675,15,45.853899
-165.307482,150,46.231753
-1068.860938,1000,64.46977
-43.260714,36,64.56093
-27.453429,54,64.69725
-42.427044,56,64.838222
-26.215971,23,64.896048
-13.473564,19,64.944407
-1090.891768,1000,67.454748
-1037.919911,1000,85.647825
-72.262145,70,85.823863
-13.095512,9,85.846837
-98.115918,121,86.152074
-1032.906311,1000,88.679798
-18.379769,24,88.739532
-22.019616,17,88.782328
-33.347608,35,88.869141
-42.063347,42,88.974847
-87.768898,74,89.159689
-344.904632,393,105.84204
-158.206044,116,106.132325
0.528141,29,106.20535
-27.728768,34,106.289663
-1014.921801,1000,108.827505
-119.282854,69,108.999187
-10.170446,23,109.057984
-6.793152,19,109.105738
-74.242675,116,109.395856
-8.13704,10,109.420521
-51.895139,54,109.554436
-53.181718,61,109.704749
-53.380169,39,109.800555
-34.228662,58,109.945162
-128.910594,139,125.979108
-46.991502,26,126.044202
-174.828818,130,126.367561
-16.867187,16,126.4071
-67.422158,84,128.425474
-187.265898,112,128.70515
-121.694775,183,129.164079
-231.280966,219,129.713378
-43.769704,34,129.799468
-13.416757,26,129.864984
-163.093857,182,130.326341
-50.44868,31,130.405254
-39.167394,32,130.486939
-333.381347,234,131.075948
-200.434002,192,131.560129
-233.323861,237,132.149993
-102.61328,99,132.396378
-19.800021,14,132.431662
-17.844389,24,132.491946
-13.005005,54,132.627392
-43.820519,63,132.784943
-56.911741,50,148.583699
-924.786599,1000,151.100173
-12.755237,13,151.133234
-114.743147,138,151.477397
-10.728277,27,151.546052
-16.095138,11,151.574499
-87.022218,73,151.760767
-222.691945,143,152.12206
-34.789833,18,152.167074
-45.856729,52,152.298427
-78.392745,68,152.470585
-59.783731,81,152.67426
-110.445872,67,152.843143
-25.6259,23,152.900559
-22.049655,24,152.960564
-17.192915,20,153.011011
-19.30727,25,153.075192
-184.540408,123,153.38366
-40.700445,34,153.469462
-71.882128,53,153.605681
-50.379941,38,153.699961
-86.533208,86,169.602079
-77.040629,53,169.735657
-69.559494,34,169.821186
13.749589,33,169.903334
-170.400194,159,170.301491
-68.709219,92,170.529633
-87.67473,77,170.720758
-98.761882,98,170.965032
-109.364067,109,171.238866
-80.458106,80,171.439934
-52.026731,30,171.516603
-959.684885,1000,174.052583
-4.388746,36,174.143229
-11.9951,13,174.175964
-41.434027,30,174.252256
-76.699607,87,174.473346
-66.388101,185,190.773851
-30.019936,80,190.971891
-2.507796,19,191.019418
-45.861237,52,191.149099
-68.211499,41,191.25135
-41.585397,56,191.391214
-43.898746,48,191.510597
-23.407442,32,191.590872
-1.49195,15,191.628681
-134.36138,200,192.129302
-56.678592,47,192.246423
-928.045161,1000,194.752688
-28.928629,19,194.800285
-5.627574,28,194.869779
-968.875596,1000,213.59224
-142.684202,277,214.282319
-28.437277,19,214.329878
-87.662498,115,214.616817
-19.152524,16,214.656713
-19.968832,25,214.719167
-133.751475,85,214.9326
-70.02168,76,215.123565
-8.311888,38,215.219103
-11.975339,12,215.249606
-97.083337,85,215.464007
-115.320498,159,215.863585
-117.809109,100,216.115023
-10.10507,15,216.152778
-84.372679,72,216.333228
-62.962138,87,216.552009
-7.093731,11,216.579862
-932.977795,1000,235.113649
-5.136606,28,235.184856
-80.765054,72,235.363779
-206.511476,195,235.850286
-11.497563,15,235.887327
-74.214681,101,236.139422
-6.351611,10,236.164595
-5.094403,13,236.197006
-66.946706,63,236.354079
-942.548736,1000,254.938067
-9.271109,18,254.984475
-897.994281,1000,282.315791
-140.063663,98,282.561436
-965.639435,1000,301.003921
-4.22723,12,301.034522
-15.034811,25,301.096256
-81.809485,110,301.367299
-20.931779,23,301.424641
-20.281687,33,301.505746
-78.503389,76,301.692729
-264.777541,246,302.303956
-224.187016,218,302.847121
-36.957739,40,302.947408
-47.114901,89,303.171517
-55.78595,42,303.276802
-46.396019,36,303.366659
-77.426521,91,303.59515
-218.987299,202,304.102949
-864.386026,1000,322.466561
-156.816318,123,322.773445
-33.60485,35,322.861132
-45.463753,39,322.958433
-30.133215,42,323.063723
-7.53213,17,323.106209
-52.810063,46,323.221428
-21.795723,27,323.288904
-130.041166,115,323.573875
-99.627353,97,323.815852
-15.97025,14,323.850897
-20.124287,20,323.900452
-1.428747,12,323.929935
-93.585341,134,324.26239
-60.616818,53,324.39289
-217.668097,197,324.882446
-55.245978,59,325.029323
-805.193486,1000,343.372555
-16.05477,80,343.571168
-59.35999,63,343.72842
-142.34511,111,344.004711
-825.428663,1000,346.499541
-181.705704,175,346.936679
-104.085128,117,363.067894
-102.538261,143,363.422349
-30.361585,68,363.590654
-40.307321,49,363.712217
-12.042168,16,363.751987
-71.860871,65,363.914213
-44.195639,26,363.979876
-34.672106,25,364.042532
-855.254645,1000,366.55014
-49.532239,47,366.666137
-40.34591,83,366.871729
0.010622,15,366.909462
-35.710242,41,367.011746
-41.023353,43,367.117388
-49.323667,59,367.263703
-47.588003,48,367.382549
-68.952579,108,367.650473
-162.296754,123,367.952332
-87.445887,149,384.047154
-46.26204,73,384.229566
-91.221596,98,384.470484
-11.6386,17,384.512128
-69.351467,65,384.672178
-30.62468,46,384.785799
-212.934639,176,385.222924
-26.651447,28,385.292655
-33.060774,44,385.402471
-4.498574,21,385.454239
-21.681769,37,385.546562
-60.295349,121,385.847366
-163.91515,164,386.256767
-48.832859,37,386.349906
-20.211256,20,386.400557
-7.04475,48,386.52075
-112.314152,119,386.817068
-10.777099,37,386.909703
-72.872138,102,387.163708
-71.017539,69,387.335289
-66.878414,71,387.511939
-156.63228,215,388.046695
-85.724663,73,388.228736
-59.618916,68,388.39999
-40.458151,78,388.593218
-3.009939,49,388.714601
-58.43244,100,404.709907
-14.620266,17,404.753094
-218.179147,376,405.683467
-19.718875,54,405.817573
-49.693184,54,405.951225
-150.905455,85,407.804322
-19.037414,21,407.857152
-12.515526,9,407.879745
-35.812767,36,407.968668
-19.647694,55,408.105577
-244.290192,469,409.272111
-813.927942,1000,427.749986
-167.682121,196,428.23581
-40.552538,92,428.462348
-881.877479,1000,430.961236
-12.102813,11,430.989398
-30.232184,28,431.059319
-96.760006,52,431.188954
-50.229741,79,431.386938
-56.002832,57,431.529312
-34.523304,69,431.700063
-204.732582,163,432.105929
-147.513651,111,432.383325
-15.751256,30,448.314931
-72.740809,42,448.420401
-36.699083,75,448.608276
-13.647858,60,448.758867
-116.573622,159,449.155527
-17.342926,31,449.232857
-11.769202,27,449.30042
-18.292291,36,449.390027
-32.857354,40,449.489708
-18.201386,28,449.560171
-12.563455,14,449.595393
-32.441237,52,449.726309
-118.872693,149,450.099233
-80.415995,96,450.336573
-149.092162,176,450.771086
-19.853124,22,450.826014
-22.11083,93,451.055346
-65.797744,59,451.202929
-7.170933,12,451.232585
9.191255,86,451.451511
-44.260804,34,451.535091
-270.006653,333,452.358123
-120.11106,77,452.548359
-60.508815,42,452.653345
-65.506766,69,452.824779
-61.026822,47,452.942335
-154.595587,225,469.850816
-47.020794,71,470.030721
-835.012644,1000,472.547446
-119.218847,79,472.741196
13.992355,30,472.815355
-48.187352,58,472.959361
-46.803301,43,473.066878
-113.00941,118,473.360996
-16.483215,30,473.435101
-326.614699,396,474.428724
-34.520242,54,474.565225
-210.411597,217,490.944249
-253.723134,298,491.689288
-30.630507,40,491.789515
-7.640208,15,491.827076
-48.561722,105,492.089258
-16.656422,40,492.18881
-91.974504,94,492.423452
-5.760511,35,492.5102
-821.12377,1000,495.006258
-36.350748,30,495.080868
-50.818396,166,495.492566
-18.640913,47,495.609208
-102.170743,183,511.883926
-49.967919,28,511.954805
-15.088471,24,512.016317
-107.690827,158,512.412023
-288.666062,301,513.166075
-43.487109,64,513.32663
-222.745675,186,513.789699
-80.856198,60,513.940022
-10.72135,44,514.049908
-102.048273,150,514.422436
-14.262997,34,514.505528
-30.2341,80,514.703425
-95.274758,152,515.079553
-95.433674,94,515.313044
-15.662532,34,515.397525
-40.737386,27,515.464146
-56.119434,70,515.63699
-126.273163,117,515.92388
-56.429969,105,516.182888
-73.96981,91,516.40597
-71.308552,104,516.662873
-717.742701,1000,559.103251
-46.01733,49,559.224774
-79.564926,137,559.562853
-32.225093,56,559.700213
0.272482,16,559.740512
-113.067771,184,560.205652
-44.408179,56,560.348532
-3.769563,20,560.39888
-739.655229,1000,578.764541
-144.51327,274,579.439749
-2.407611,13,579.472222
-74.793585,141,579.817893
-20.471801,49,579.939586
-43.428063,80,580.138581
-8.537918,78,580.331967
-96.528854,155,580.716295
-60.930196,114,580.99841
-91.381921,87,581.214978
-748.83934,1000,599.462385
-23.726817,71,599.638215
-66.965017,80,599.835923
-23.3682,23,599.893372
-20.939026,30,599.968135
-108.605008,163,600.373793
-9.582659,26,600.438897
-57.639423,71,600.616385
-80.547919,121,600.917039
-124.383845,120,601.218231
-17.442871,67,601.387519
-106.500222,208,601.906056
-20.735695,44,602.015924
-345.926175,457,603.15194
-112.021767,215,619.554105
-29.509751,141,619.900869
-58.993673,48,620.018694
-30.528015,50,620.14093
-144.317137,196,620.621249
-4.934715,22,620.67615
-92.486755,138,621.013818
-16.269378,16,621.053104
-84.578111,200,621.546941
-129.348574,179,621.988032
-62.075552,101,622.237807
-39.714441,98,622.480248
-615.391598,1000,640.847474
-10.008702,11,640.87668
-47.160701,39,640.972521
-76.539662,184,641.42972
-12.899855,31,641.507443
-88.378503,83,641.714287
-131.113673,177,642.153058
-58.099013,63,642.309861
-30.406503,49,642.431809
-151.376022,131,642.757293
-100.964316,239,643.34682
-674.374077,1000,661.574902
-36.235657,55,661.712349
-30.482195,31,661.790112
-17.446754,51,661.917745
-72.270815,57,662.05917
-90.027459,159,662.453663
-658.086537,1000,664.925234
-684.262027,1000,683.199071
-150.661296,209,683.715061
-30.65576,56,683.853319
-54.680072,71,684.029158
-69.91912,59,684.175621
-82.943697,147,684.540017
-52.345987,114,686.441006
-21.211051,37,686.533252
-28.086817,52,686.662031
-67.724796,192,687.137042
-40.785328,189,687.604092
-26.166602,51,687.730085
-43.573558,122,688.029074
-668.759778,1000,707.389527
-11.775744,60,707.538551
-64.881528,196,708.019752
-66.198659,78,708.212302
-15.942645,18,708.25722
-89.60927,139,708.600468
-49.510443,61,708.751108
-28.291818,28,708.821056
-556.395969,1000,727.154183
-69.208903,81,727.357781
-28.611735,22,727.413119
-57.824691,75,727.601343
-13.529175,33,727.683304
-19.418623,60,727.832301
-485.624989,1000,730.320315
-34.141794,94,730.55074
-100.307593,109,730.816796
-26.483194,53,730.946435
-525.047256,1000,749.099147
-11.436287,44,749.208539
-0.13756,63,749.364021
-86.714092,113,749.643751
-13.047021,38,749.738777
-21.01997,39,749.836046
16.577145,76,750.025202
-125.975158,116,750.312654
-153.348954,378,751.250235
-23.934348,34,751.335591
-27.305388,29,751.408188
-71.520752,151,751.782271
-89.140001,150,752.154828
-63.23013,136,768.170388
-557.938399,1000,770.666227
-92.467612,157,771.056847
-486.861593,1000,789.304142
1.167457,38,789.397027
-28.886241,70,789.568333
-88.333591,133,789.896278
-63.522015,77,790.086035
-38.520232,39,790.182202
-22.076317,25,790.2434
10.604335,266,790.895804
-52.461027,245,791.499624
-93.644305,156,791.883179
-26.531061,72,792.060505
-95.278954,96,792.295528
-11.724721,35,792.382509
-16.07509,69,792.550451
-0.770073,67,792.714496
-21.940126,39,792.810269
-9.085098,105,793.06814
-23.78182,135,793.402886
-72.244511,140,793.746262
3.211899,45,793.858925
-6.356507,100,809.810301
-94.561387,216,810.346827
-11.461729,152,810.724259
-527.133348,1000,836.94019
-64.147051,222,837.486823
-37.33676,153,837.862788
-7.134719,70,838.035885
4.581835,44,838.144843
-529.656435,1000,856.422291
-84.495473,170,856.841934
-34.047008,102,857.095214
-504.311675,1000,875.33124
-73.051193,183,875.777738
-9.679848,32,875.855794
-2.704163,11,875.882743
-161.911427,298,876.610277
-74.922886,189,877.073734
-5.498301,30,877.148654
-13.408779,26,877.212517
-280.863136,470,878.372676
33.265702,40,878.472344
-28.532697,29,878.544837
-42.748592,47,878.661999
-39.487816,75,878.848728
-58.089736,118,879.140568
-48.692118,91,879.36483
-11.560008,86,879.577817
-128.147314,320,896.102774
-2.312752,34,896.186438
-145.287184,412,897.196644
-29.774049,51,897.323663
-75.299912,117,897.611388
-37.154817,83,897.816072
-57.718799,114,898.096596
