#{"t_start": 1650870550.9323819, "env_id": "NewRandomGoalAnt-v2"}
r,l,t
864.478684,1000,127.687324
889.864233,1000,270.19969
856.925675,1000,407.276951
940.16589,1000,549.115002
1103.074427,1000,685.76322
858.918279,1000,827.321195
753.788254,1000,964.996818
741.555309,1000,1105.447987
979.801139,1000,1243.284631
952.888526,1000,1399.767457
748.462426,1000,1536.576334
1404.328311,1000,1674.809294
955.291059,1000,1812.062983
946.060816,1000,1951.967517
702.08099,1000,2090.541928
571.39319,1000,2231.640066
1262.436598,1000,2368.671937
566.537174,1000,2510.157252
710.464721,1000,2647.878102
1929.987218,1000,2802.742991
719.699615,1000,2940.418504
1870.417697,1000,3079.457317
676.407724,1000,3217.677855
1922.57325,1000,3357.419426
1708.526776,1000,3495.317768
3136.935347,1000,3633.756222
2446.062294,1000,3770.549131
1930.649947,1000,3909.149868
3349.057551,1000,4061.964029
1624.296552,1000,4201.03167
2893.939874,1000,4337.255476
1937.791658,1000,4475.936874
2660.433632,1000,4612.944865
1059.561366,1000,4753.277091
2847.612175,1000,4891.154122
2844.530923,1000,5031.071058
2760.041085,1000,5169.193256
2355.570683,1000,5308.196357
2535.434464,1000,5462.627109
3952.727817,1000,5602.465021
64.56794
-49.815853,41,64.671779
-168.937955,210,65.202716
-69.798911,42,65.308796
-18.691152,25,65.372256
-47.688706,53,65.505501
-20.028435,17,65.548915
-30.205443,38,65.645691
-52.087913,46,65.762424
-74.98191,52,65.895176
-31.417911,17,65.939876
-13.628472,20,65.990653
-144.330572,110,66.264823
-46.799184,46,66.379475
-22.751599,44,66.489567
-8.700008,12,66.519593
-28.346569,50,66.644282
-22.889693,13,66.677529
-4.39177,12,66.707833
-20.040665,27,66.776064
-134.004628,54,66.911729
-105.150485,85,67.122431
-75.556375,46,67.238475
-131.667065,213,67.769797
-17.975999,17,67.81218
-46.937992,67,67.978517
-32.076126,23,68.035428
-74.665872,84,68.245317
-23.572558,20,68.295253
-45.009818,28,68.365545
-58.936072,40,68.465693
-101.647655,88,68.685404
-20.860556,13,68.718117
-1053.045525,1000,86.919703
2.061751,16,86.960414
-72.573972,110,87.239417
-7.48268,13,87.272848
-195.488029,196,87.767946
-318.955958,249,88.393536
-27.323587,30,88.469672
-10.754041,41,88.573927
-162.050832,138,88.925033
-73.609984,96,89.167097
-178.280104,141,89.51973
-63.845818,81,89.721234
-72.418757,62,105.576012
-124.702558,87,105.793157
-20.496481,73,105.975184
-40.952034,51,106.102817
-85.635216,65,106.26802
-170.837446,122,106.572916
-1030.54115,1000,109.109932
-53.353909,41,109.212285
-41.175003,30,109.287358
-82.490754,55,109.424543
-1.686838,17,109.467715
-149.576904,94,109.703487
-34.12314,36,109.793103
-61.40204,70,109.967247
-75.898641,53,110.097115
-87.035442,79,110.29231
-2.968259,19,110.339908
